organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,arrival,departure,frequency,start,end,timetable
LibrariesNI,Bangor,Bangor Tuesday 1,Ballygowan,The Community Centre,"The Community Centre, Ballygowan",BT236NA,-5.802677,54.513533,Tuesday,14:15,14:45,FREQ=WEEKLY;INTERVAL=2,2019-04-09,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Tuesday 1,Hillmount Drive,Moneyreagh,"Moneyreagh, Hillmount Drive",BT236BE,-5.829413,54.53355,Tuesday,15:10,15:40,FREQ=WEEKLY;INTERVAL=2,2019-04-09,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Wednesday 1,Main Street,Ballyhalbert,"Ballyhalbert, Main Street",BT221BL,-5.462059,54.49489,Wednesday,11:50,12:20,FREQ=WEEKLY;INTERVAL=2,2019-04-10,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Thursday 1,,Ballyholme Court,Ballyholme Court,BT205JS,-5.655026,54.664178,Thursday,10:00,10:30,FREQ=WEEKLY;INTERVAL=2,2019-04-11,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Thursday 1,,Montgomery Court,Montgomery Court,BT196DS,-5.632176,54.657282,Thursday,11:00,11:30,FREQ=WEEKLY;INTERVAL=2,2019-04-11,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Thursday 1,,​Montgomery Manor,​Montgomery Manor,BT196DS,-5.632655,54.657097,Thursday,11:30,12:30,FREQ=WEEKLY;INTERVAL=2,2019-04-11,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Friday 1,Parsonage Road,Kircubbin,"Kircubbin, Parsonage Road",BT222RL,-5.525263,54.488698,Friday,12:10,12:40,FREQ=WEEKLY;INTERVAL=2,2019-04-12,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Friday 1,Newtownards,Westwinds Blenheim Drive,"Westwinds Blenheim Drive, Newtownards",BT234RB,-5.708021,54.581925,Friday,14:55,15:40,FREQ=WEEKLY;INTERVAL=2,2019-04-12,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Monday 2,,Cloughy,Cloughy,BT222QY,-5.495798,54.497535,Monday,11:45,12:15,FREQ=WEEKLY;INTERVAL=2,2019-04-15,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Monday 2,,Portavogie,Portavogie,BT221EB,-5.441425,54.456254,Monday,14:05,14:35,FREQ=WEEKLY;INTERVAL=2,2019-04-15,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Monday 2,Main Street,Millisle,"Millisle, Main Street",BT222BL,-5.528688,54.608577,Monday,15:10,15:30,FREQ=WEEKLY;INTERVAL=2,2019-04-15,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Tuesday 2,,​Carrowdore,​Carrowdore,BT222HN,-5.55595,54.575245,Tuesday,11:30,12:00,FREQ=WEEKLY;INTERVAL=2,2019-04-16,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Tuesday 2,,Rathgill George Green Community Centre,Rathgill George Green Community Centre,BT197TZ,-5.662433,54.637787,Tuesday,14:00,14:30,FREQ=WEEKLY;INTERVAL=2,2019-04-16,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Tuesday 2,The Green,Conlig,"Conlig, The Green",BT237PZ,-5.668384,54.632331,Tuesday,15:15,15:45,FREQ=WEEKLY;INTERVAL=2,2019-04-16,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Wednesday 2,,Ballywalter Main Street​​,Ballywalter Main Street​​,BT222PJ,-5.48598,54.545011,Wednesday,12:00,13:00,FREQ=WEEKLY;INTERVAL=2,2019-04-17,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Wednesday 2,Stables,Groomsport,"Groomsport, Stables",BT196LG,-5.615166,54.674074,Wednesday,14:20,14:50,FREQ=WEEKLY;INTERVAL=2,2019-04-17,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Wednesday 2,Meadow,Groomsport,"Groomsport, Meadow",BT196JH,-5.623318,54.674675,Wednesday,15:10,15:30,FREQ=WEEKLY;INTERVAL=2,2019-04-17,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Thursday 2,Kilcooley,Ardgeehan Gardens,"Ardgeehan Gardens, Kilcooley",BT191SW,-5.697701,54.651564,Thursday,13:40,14:20,FREQ=WEEKLY;INTERVAL=2,2019-04-18,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Thursday 2,Springhill Road,Lyndhurst Court,"Lyndhurst Court, Springhill Road, Bangor",BT191AT,-5.69176,54.649753,Thursday,14:30,15:00,FREQ=WEEKLY;INTERVAL=2,2019-04-18,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Thursday 2,Bangor,Grange Manor,"Grange Manor, Bangor",BT203QH,-5.686843,54.656667,Thursday,15:20,15:40,FREQ=WEEKLY;INTERVAL=2,2019-04-18,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Friday 2,Coothill Road​​,​Crawfordsburn,"​Crawfordsburn, Coothill Road​​",BT191HW,-5.690743,54.643641,Friday,09:45,10:10,FREQ=WEEKLY;INTERVAL=2,2019-04-19,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Friday 2,Ballymullan Road,Crawfordsburn,"Crawfordsburn, Ballymullan Road",BT191JB,-5.725935,54.655997,Friday,11:35,12:00,FREQ=WEEKLY;INTERVAL=2,2019-04-19,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Friday 2,,Worcester Avenue,Worcester Avenue,BT191BQ,-5.702148,54.662557,Friday,12:05,12:35,FREQ=WEEKLY;INTERVAL=2,2019-04-19,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Friday 2,,Carnalea,Carnalea,BT191EZ,-5.705699,54.664448,Friday,13:30,14:30,FREQ=WEEKLY;INTERVAL=2,2019-04-19,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Bangor,Bangor Friday 2,,Helen's Bay​​,Helen's Bay​​,BT191TN,-5.740539,54.666784,Friday,14:55,15:35,FREQ=WEEKLY;INTERVAL=2,2019-04-19,,https://www.librariesni.org.uk/Libraries/Pages/Bangor-Mobile.aspx
LibrariesNI,Belfast 1,Belfast 1 Monday 1,Tullymore Gardens,Tullymore Community Centre,"Tullymore Community Centre, Tullymore Gardens",BT118NE,-6.001459,54.575179,Monday,13:30,14:30,FREQ=WEEKLY;INTERVAL=2,2019-04-08,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Monday 1,,Andersonstown Park,Andersonstown Park,BT118FF,-5.98114,54.580107,Monday,14:45,17:00,FREQ=WEEKLY;INTERVAL=2,2019-04-08,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Tuesday 1,,Abbey Court​​,Abbey Court​​,BT57HL,-5.835922,54.591828,Tuesday,10:45,11:30,FREQ=WEEKLY;INTERVAL=2,2019-04-09,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Tuesday 1,,Ardcarn Green​,Ardcarn Green​,BT57RS,-5.824185,54.591115,Tuesday,11:30,12:05,FREQ=WEEKLY;INTERVAL=2,2019-04-09,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Tuesday 1,,My Lady’s Road at Richardson Court,My Lady’s Road at Richardson Court,BT68FD,-5.904933,54.590878,Tuesday,14:00,14:30,FREQ=WEEKLY;INTERVAL=2,2019-04-09,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Tuesday 1,,Short Strand at Mountforde Road,Short Strand at Mountforde Road,BT54GJ,-5.907918,54.598126,Tuesday,14:40,15:55,FREQ=WEEKLY;INTERVAL=2,2019-04-09,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Tuesday 1,,Markets at Eliza Street,Markets at Eliza Street,BT72AX,-5.924489,54.593326,Tuesday,16:00,16:45,FREQ=WEEKLY;INTERVAL=2,2019-04-09,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Wednesday 1,,Glen Colin estate at Glen Road,Glen Colin estate at Glen Road,BT118PA,-6.015303,54.577671,Wednesday,14:00,15:00,FREQ=WEEKLY;INTERVAL=2,2019-04-10,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Wednesday 1,,Glen Road at Arizona Street,Glen Road at Arizona Street,BT118AG,-5.984568,54.583991,Wednesday,15:15,17:00,FREQ=WEEKLY;INTERVAL=2,2019-04-10,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Friday 1,,Benraw​​,Benraw​​,BT118GL,-5.987275,54.577397,Friday,10:15,10:45,FREQ=WEEKLY;INTERVAL=2,2019-04-12,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Friday 1,,Sliabh Dubh,Sliabh Dubh,BT127FP,-5.989014,54.594218,Friday,14:00,15:00,FREQ=WEEKLY;INTERVAL=2,2019-04-12,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Friday 1,,Tate’s Avenue at Ebor Street,Tate’s Avenue at Ebor Street,BT126NQ,-5.956035,54.584429,Friday,15:30,16:00,FREQ=WEEKLY;INTERVAL=2,2019-04-12,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Friday 1,,Roden Street at Beit Street,Roden Street at Beit Street,BT125QE,-5.948809,54.589707,Friday,16:20,16:45,FREQ=WEEKLY;INTERVAL=2,2019-04-12,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
LibrariesNI,Belfast 1,Belfast 1 Monday 2,,Oranmore Drive​ ​,Oranmore Drive​ ​,BT119LD,-6.007821,54.565859,Monday,11:50,12:30,FREQ=WEEKLY;INTERVAL=2,2019-04-15,,https://www.librariesni.org.uk/Libraries/Pages/Belfast-Mobile-1.aspx
